Language accepted: Java1.7 Parser
Command line: ../soco/java 
Comparing 006.java-178.java: 4.096834
Comparing 006.java-179.java: 0.0
Comparing 006.java-180.java: 0.0
Comparing 006.java-181.java: 3.2727273
Comparing 006.java-182.java: 3.3519554
Comparing 006.java-183.java: 0.0
Comparing 006.java-184.java: 3.254973
Comparing 006.java-185.java: 0.0
Comparing 006.java-186.java: 4.200323
Comparing 006.java-187.java: 10.081301
Comparing 006.java-188.java: 7.2440944
Comparing 006.java-189.java: 2.910053
Comparing 006.java-190.java: 3.2846715
Comparing 006.java-191.java: 5.757576
Comparing 006.java-192.java: 9.523809
Comparing 006.java-193.java: 8.499336
Comparing 006.java-194.java: 0.0
Comparing 006.java-195.java: 0.0
Comparing 006.java-196.java: 5.1282053
Comparing 006.java-197.java: 0.0
Comparing 006.java-198.java: 4.437401
Comparing 006.java-199.java: 3.4615386
Comparing 006.java-200.java: 0.0
Comparing 006.java-201.java: 0.0
Comparing 006.java-202.java: 0.0
Comparing 006.java-203.java: 9.487666
Comparing 006.java-204.java: 0.0
Comparing 006.java-205.java: 4.106776
Comparing 006.java-206.java: 0.0
Comparing 006.java-207.java: 0.0
Comparing 006.java-208.java: 0.0
Comparing 006.java-209.java: 0.0
Comparing 006.java-210.java: 0.0
Comparing 006.java-211.java: 0.0
Comparing 006.java-212.java: 0.0
Comparing 006.java-213.java: 15.492958
Comparing 006.java-214.java: 7.678883
Comparing 006.java-215.java: 0.0
Comparing 006.java-216.java: 3.4816248
Comparing 006.java-217.java: 0.0
Comparing 006.java-218.java: 0.0
Comparing 006.java-219.java: 6.451613
Comparing 006.java-220.java: 0.0
Comparing 006.java-221.java: 6.498195
Comparing 006.java-222.java: 0.0
Comparing 006.java-223.java: 2.088167
Comparing 006.java-224.java: 9.041592
Comparing 006.java-225.java: 0.0
Comparing 006.java-226.java: 3.1746032
Comparing 006.java-227.java: 7.3929963
Comparing 006.java-228.java: 7.5046906
Comparing 006.java-229.java: 4.1984735
Comparing 006.java-230.java: 7.7220078
Comparing 006.java-231.java: 0.0
Comparing 006.java-232.java: 0.0
Comparing 006.java-233.java: 3.5541196
Comparing 006.java-234.java: 3.3802817
Comparing 006.java-235.java: 3.1161473
Comparing 006.java-236.java: 0.0
Comparing 006.java-237.java: 0.0
Comparing 006.java-238.java: 3.488372
Comparing 006.java-239.java: 0.0
Comparing 006.java-240.java: 0.0
Comparing 006.java-241.java: 11.379311
Comparing 006.java-242.java: 11.285267
Comparing 006.java-243.java: 3.030303
Comparing 006.java-244.java: 10.135135
Comparing 006.java-245.java: 8.417508
Comparing 006.java-246.java: 11.165846
Comparing 006.java-247.java: 0.0
Comparing 006.java-248.java: 0.0
Comparing 006.java-249.java: 4.008016
Comparing 006.java-250.java: 0.0
Comparing 006.java-251.java: 0.0
Comparing 006.java-252.java: 4.07332
Comparing 006.java-253.java: 7.6666665
Comparing 006.java-254.java: 2.3316061
Comparing 006.java-255.java: 0.0
Comparing 006.java-256.java: 0.0
Comparing 006.java-257.java: 4.9423394
Comparing 006.java-258.java: 0.0
Comparing 007.java-008.java: 0.0
Comparing 007.java-009.java: 0.0
Comparing 007.java-010.java: 0.0
Comparing 007.java-011.java: 0.0
Comparing 007.java-012.java: 0.0
Comparing 007.java-013.java: 0.0
Comparing 007.java-014.java: 0.0
Comparing 007.java-015.java: 0.0
Comparing 007.java-016.java: 0.0
Comparing 007.java-017.java: 0.0
Comparing 007.java-018.java: 0.0
Comparing 007.java-019.java: 0.0
Comparing 007.java-020.java: 0.0
Comparing 007.java-021.java: 0.0
Comparing 007.java-022.java: 0.0
Comparing 007.java-023.java: 0.0
Comparing 007.java-024.java: 0.0
Comparing 007.java-025.java: 0.0
Comparing 007.java-026.java: 9.569378
Comparing 007.java-027.java: 0.0
Comparing 007.java-028.java: 0.0
Comparing 007.java-029.java: 0.0
Comparing 007.java-030.java: 0.0
Comparing 007.java-031.java: 0.0
Comparing 007.java-032.java: 0.0
Comparing 007.java-033.java: 0.0
Comparing 007.java-034.java: 0.0
Comparing 007.java-035.java: 0.0
Comparing 007.java-036.java: 0.0
Comparing 007.java-037.java: 0.0
Comparing 007.java-038.java: 0.0
Comparing 007.java-039.java: 0.0
Comparing 007.java-040.java: 0.0
Comparing 007.java-041.java: 0.0
Comparing 007.java-042.java: 0.0
Comparing 007.java-043.java: 0.0
Comparing 007.java-044.java: 0.0
Comparing 007.java-045.java: 0.0
Comparing 007.java-046.java: 0.0
Comparing 007.java-047.java: 0.0
Comparing 007.java-048.java: 6.818182
Comparing 007.java-049.java: 0.0
Comparing 007.java-050.java: 0.0
Comparing 007.java-051.java: 0.0
Comparing 007.java-052.java: 0.0
Comparing 007.java-053.java: 0.0
Comparing 007.java-054.java: 0.0
Comparing 007.java-055.java: 0.0
Comparing 007.java-056.java: 0.0
Comparing 007.java-057.java: 0.0
Comparing 007.java-058.java: 0.0
Comparing 007.java-059.java: 0.0
Comparing 007.java-060.java: 0.0
Comparing 007.java-061.java: 0.0
Comparing 007.java-062.java: 0.0
Comparing 007.java-063.java: 0.0
Comparing 007.java-064.java: 0.0
Comparing 007.java-065.java: 0.0
Comparing 007.java-066.java: 0.0
Comparing 007.java-067.java: 0.0
Comparing 007.java-068.java: 0.0
Comparing 007.java-069.java: 0.0
Comparing 007.java-070.java: 0.0
Comparing 007.java-071.java: 0.0
Comparing 007.java-072.java: 0.0
Comparing 007.java-073.java: 0.0
Comparing 007.java-074.java: 0.0
Comparing 007.java-075.java: 0.0
Comparing 007.java-076.java: 0.0
Comparing 007.java-077.java: 0.0
Comparing 007.java-078.java: 0.0
Comparing 007.java-079.java: 0.0
Comparing 007.java-080.java: 0.0
Comparing 007.java-081.java: 0.0
Comparing 007.java-082.java: 0.0
Comparing 007.java-083.java: 0.0
Comparing 007.java-084.java: 0.0
Comparing 007.java-085.java: 0.0
Comparing 007.java-086.java: 0.0
Comparing 007.java-087.java: 0.0
Comparing 007.java-088.java: 0.0
Comparing 007.java-089.java: 0.0
Comparing 007.java-090.java: 0.0
Comparing 007.java-091.java: 0.0
Comparing 007.java-092.java: 0.0
Comparing 007.java-093.java: 0.0
Comparing 007.java-094.java: 0.0
Comparing 007.java-095.java: 0.0
Comparing 007.java-096.java: 0.0
Comparing 007.java-097.java: 0.0
Comparing 007.java-098.java: 0.0
Comparing 007.java-099.java: 0.0
Comparing 007.java-100.java: 0.0
Comparing 007.java-101.java: 0.0
Comparing 007.java-102.java: 0.0
Comparing 007.java-103.java: 0.0
Comparing 007.java-104.java: 0.0
Comparing 007.java-105.java: 0.0
Comparing 007.java-106.java: 0.0
Comparing 007.java-107.java: 0.0
Comparing 007.java-108.java: 0.0
Comparing 007.java-109.java: 0.0
Comparing 007.java-110.java: 0.0
Comparing 007.java-111.java: 0.0
Comparing 007.java-112.java: 0.0
Comparing 007.java-113.java: 0.0
Comparing 007.java-114.java: 0.0
Comparing 007.java-115.java: 0.0
Comparing 007.java-116.java: 0.0
Comparing 007.java-117.java: 0.0
Comparing 007.java-118.java: 0.0
Comparing 007.java-119.java: 0.0
Comparing 007.java-120.java: 0.0
Comparing 007.java-121.java: 0.0
Comparing 007.java-122.java: 0.0
Comparing 007.java-123.java: 0.0
Comparing 007.java-124.java: 0.0
Comparing 007.java-125.java: 0.0
Comparing 007.java-126.java: 0.0
Comparing 007.java-127.java: 0.0
Comparing 007.java-128.java: 0.0
Comparing 007.java-129.java: 0.0
Comparing 007.java-130.java: 0.0
Comparing 007.java-131.java: 0.0
Comparing 007.java-132.java: 0.0
Comparing 007.java-133.java: 0.0
Comparing 007.java-134.java: 0.0
Comparing 007.java-135.java: 0.0
Comparing 007.java-136.java: 0.0
Comparing 007.java-137.java: 0.0
Comparing 007.java-138.java: 0.0
Comparing 007.java-139.java: 0.0
Comparing 007.java-140.java: 0.0
Comparing 007.java-141.java: 0.0
Comparing 007.java-142.java: 0.0
Comparing 007.java-143.java: 0.0
Comparing 007.java-144.java: 0.0
Comparing 007.java-145.java: 0.0
Comparing 007.java-146.java: 0.0
Comparing 007.java-147.java: 0.0
Comparing 007.java-148.java: 0.0
Comparing 007.java-149.java: 0.0
Comparing 007.java-150.java: 0.0
Comparing 007.java-151.java: 0.0
Comparing 007.java-152.java: 0.0
Comparing 007.java-153.java: 0.0
Comparing 007.java-154.java: 0.0
Comparing 007.java-155.java: 0.0
Comparing 007.java-156.java: 0.0
Comparing 007.java-157.java: 0.0
Comparing 007.java-158.java: 0.0
Comparing 007.java-159.java: 0.0
Comparing 007.java-160.java: 0.0
Comparing 007.java-161.java: 0.0
Comparing 007.java-162.java: 0.0
Comparing 007.java-163.java: 0.0
Comparing 007.java-164.java: 0.0
Comparing 007.java-165.java: 0.0
Comparing 007.java-166.java: 0.0
Comparing 007.java-167.java: 0.0
Comparing 007.java-168.java: 0.0
Comparing 007.java-169.java: 0.0
Comparing 007.java-170.java: 0.0
Comparing 007.java-171.java: 0.0
Comparing 007.java-172.java: 0.0
Comparing 007.java-173.java: 0.0
Comparing 007.java-174.java: 0.0
Comparing 007.java-175.java: 0.0
Comparing 007.java-176.java: 0.0
Comparing 007.java-177.java: 0.0
Comparing 007.java-178.java: 0.0
Comparing 007.java-179.java: 0.0
Comparing 007.java-180.java: 0.0
Comparing 007.java-181.java: 0.0
Comparing 007.java-182.java: 0.0
Comparing 007.java-183.java: 0.0
Comparing 007.java-184.java: 0.0
Comparing 007.java-185.java: 0.0
Comparing 007.java-186.java: 0.0
Comparing 007.java-187.java: 0.0
Comparing 007.java-188.java: 0.0
Comparing 007.java-189.java: 0.0
Comparing 007.java-190.java: 0.0
Comparing 007.java-191.java: 0.0
Comparing 007.java-192.java: 0.0
Comparing 007.java-193.java: 4.347826
Comparing 007.java-194.java: 0.0
Comparing 007.java-195.java: 0.0
Comparing 007.java-196.java: 0.0
Comparing 007.java-197.java: 0.0
Comparing 007.java-198.java: 0.0
Comparing 007.java-199.java: 0.0
Comparing 007.java-200.java: 0.0
Comparing 007.java-201.java: 0.0
Comparing 007.java-202.java: 0.0
Comparing 007.java-203.java: 0.0
Comparing 007.java-204.java: 0.0
Comparing 007.java-205.java: 0.0
Comparing 007.java-206.java: 0.0
Comparing 007.java-207.java: 0.0
Comparing 007.java-208.java: 0.0
Comparing 007.java-209.java: 0.0
Comparing 007.java-210.java: 0.0
Comparing 007.java-211.java: 0.0
Comparing 007.java-212.java: 0.0
Comparing 007.java-213.java: 0.0
Comparing 007.java-214.java: 0.0
Comparing 007.java-215.java: 0.0
Comparing 007.java-216.java: 0.0
Comparing 007.java-217.java: 0.0
Comparing 007.java-218.java: 0.0
Comparing 007.java-219.java: 9.6
Comparing 007.java-220.java: 0.0
Comparing 007.java-221.java: 0.0
Comparing 007.java-222.java: 0.0
Comparing 007.java-223.java: 0.0
Comparing 007.java-224.java: 0.0
Comparing 007.java-225.java: 0.0
Comparing 007.java-226.java: 0.0
Comparing 007.java-227.java: 0.0
Comparing 007.java-228.java: 0.0
Comparing 007.java-229.java: 0.0
Comparing 007.java-230.java: 0.0
Comparing 007.java-231.java: 0.0
Comparing 007.java-232.java: 0.0
Comparing 007.java-233.java: 0.0
Comparing 007.java-234.java: 0.0
Comparing 007.java-235.java: 0.0
Comparing 007.java-236.java: 0.0
Comparing 007.java-237.java: 0.0
Comparing 007.java-238.java: 0.0
Comparing 007.java-239.java: 0.0
Comparing 007.java-240.java: 0.0
Comparing 007.java-241.java: 0.0
Comparing 007.java-242.java: 0.0
Comparing 007.java-243.java: 0.0
Comparing 007.java-244.java: 0.0
Comparing 007.java-245.java: 0.0
Comparing 007.java-246.java: 0.0
Comparing 007.java-247.java: 0.0
Comparing 007.java-248.java: 0.0
Comparing 007.java-249.java: 0.0
Comparing 007.java-250.java: 0.0
Comparing 007.java-251.java: 0.0
Comparing 007.java-252.java: 0.0
Comparing 007.java-253.java: 0.0
Comparing 007.java-254.java: 0.0
Comparing 007.java-255.java: 0.0
Comparing 007.java-256.java: 0.0
Comparing 007.java-257.java: 0.0
Comparing 007.java-258.java: 0.0
Comparing 008.java-009.java: 35.051548
Comparing 008.java-010.java: 60.493828
Comparing 008.java-011.java: 2.4390244
Comparing 008.java-012.java: 11.282051
Comparing 008.java-013.java: 8.181818
Comparing 008.java-014.java: 0.0
Comparing 008.java-015.java: 0.0
Comparing 008.java-016.java: 0.0
Comparing 008.java-017.java: 0.0
Comparing 008.java-018.java: 0.0
Comparing 008.java-019.java: 0.0
Comparing 008.java-020.java: 0.0
Comparing 008.java-021.java: 0.0
Comparing 008.java-022.java: 0.0
Comparing 008.java-023.java: 0.0
Comparing 008.java-024.java: 0.0
Comparing 008.java-025.java: 14.693877
Comparing 008.java-026.java: 0.0
Comparing 008.java-027.java: 12.676056
Comparing 008.java-028.java: 14.814815
Comparing 008.java-029.java: 11.111111
Comparing 008.java-030.java: 0.0
Comparing 008.java-031.java: 0.0
Comparing 008.java-032.java: 0.0
Comparing 008.java-033.java: 0.0
Comparing 008.java-034.java: 0.0
Comparing 008.java-035.java: 0.0
Comparing 008.java-036.java: 11.25
Comparing 008.java-037.java: 8.962264
Comparing 008.java-038.java: 0.0
Comparing 008.java-039.java: 0.0
Comparing 008.java-040.java: 0.0
Comparing 008.java-041.java: 0.0
Comparing 008.java-042.java: 0.0
Comparing 008.java-043.java: 0.0
Comparing 008.java-044.java: 0.0
Comparing 008.java-045.java: 0.0
Comparing 008.java-046.java: 6.303725
Comparing 008.java-047.java: 0.0
Comparing 008.java-048.java: 0.0
Comparing 008.java-049.java: 0.0
Comparing 008.java-050.java: 9.89011
Comparing 008.java-051.java: 0.0
Comparing 008.java-052.java: 10.778443
Comparing 008.java-053.java: 0.0
Comparing 008.java-054.java: 15.384615
Comparing 008.java-055.java: 6.741573
Comparing 008.java-056.java: 0.0
Comparing 008.java-057.java: 0.0
Comparing 008.java-058.java: 9.954751
Comparing 008.java-059.java: 0.0
Comparing 008.java-060.java: 0.0
Comparing 008.java-061.java: 12.941176
Comparing 008.java-062.java: 3.018868
Comparing 008.java-063.java: 0.8750608
Comparing 008.java-064.java: 2.8402367
Comparing 008.java-065.java: 12.0
Comparing 008.java-066.java: 0.0
Comparing 008.java-067.java: 0.0
Comparing 008.java-068.java: 10.588235
Comparing 008.java-069.java: 9.411765
Comparing 008.java-070.java: 9.090909
Comparing 008.java-071.java: 0.0
Comparing 008.java-072.java: 0.0
Comparing 008.java-073.java: 0.0
Comparing 008.java-074.java: 20.765028
Comparing 008.java-075.java: 15.602837
Comparing 008.java-076.java: 0.0
Comparing 008.java-077.java: 13.836478
Comparing 008.java-078.java: 9.183674
Comparing 008.java-079.java: 0.0
Comparing 008.java-080.java: 7.2131147
Comparing 008.java-081.java: 9.128631
Comparing 008.java-082.java: 0.0
Comparing 008.java-083.java: 0.0
Comparing 008.java-084.java: 11.864407
Comparing 008.java-085.java: 0.0
Comparing 008.java-086.java: 7.894737
Comparing 008.java-087.java: 0.0
Comparing 008.java-088.java: 6.1643834
Comparing 008.java-089.java: 23.783783
Comparing 008.java-090.java: 0.0
Comparing 008.java-091.java: 14.634147
Comparing 008.java-092.java: 20.0
Comparing 008.java-093.java: 11.864407
Comparing 008.java-094.java: 8.856089
Comparing 008.java-095.java: 0.0
Comparing 008.java-096.java: 0.0
Comparing 008.java-097.java: 0.0
Comparing 008.java-098.java: 10.762332
Comparing 008.java-099.java: 39.02439
Comparing 008.java-100.java: 10.695188
Comparing 008.java-101.java: 12.5
Comparing 008.java-102.java: 0.0
Comparing 008.java-103.java: 19.71831
Comparing 008.java-104.java: 0.0
Comparing 008.java-105.java: 10.526316
Comparing 008.java-106.java: 0.0
Comparing 008.java-107.java: 0.0
Comparing 008.java-108.java: 0.0
Comparing 008.java-109.java: 0.0
Comparing 008.java-110.java: 7.1713147
Comparing 008.java-111.java: 0.0
Comparing 008.java-112.java: 0.0
Comparing 008.java-113.java: 0.0
Comparing 008.java-114.java: 0.0
Comparing 008.java-115.java: 0.0
Comparing 008.java-116.java: 0.0
Comparing 008.java-117.java: 0.0
Comparing 008.java-118.java: 0.0
Comparing 008.java-119.java: 0.0
Comparing 008.java-120.java: 0.0
Comparing 008.java-121.java: 9.137055
Comparing 008.java-122.java: 10.6508875
Comparing 008.java-123.java: 0.0
Comparing 008.java-124.java: 0.0
Comparing 008.java-125.java: 8.035714
Comparing 008.java-126.java: 7.0826306
Comparing 008.java-127.java: 0.0
Comparing 008.java-128.java: 3.4965036
Comparing 008.java-129.java: 0.0
Comparing 008.java-130.java: 0.0
Comparing 008.java-131.java: 0.0
Comparing 008.java-132.java: 6.976744
Comparing 008.java-133.java: 0.0
Comparing 008.java-134.java: 7.6595745
Comparing 008.java-135.java: 0.0
Comparing 008.java-136.java: 0.0
Comparing 008.java-137.java: 0.0
Comparing 008.java-138.java: 2.9801323
Comparing 008.java-139.java: 13.836478
Comparing 008.java-140.java: 0.0
Comparing 008.java-141.java: 5.5172415
Comparing 008.java-142.java: 0.0
Comparing 008.java-143.java: 0.0
Comparing 008.java-144.java: 5.11883
Comparing 008.java-145.java: 0.0
Comparing 008.java-146.java: 9.574468
Comparing 008.java-147.java: 0.0
Comparing 008.java-148.java: 0.0
Comparing 008.java-149.java: 0.0
Comparing 008.java-150.java: 0.0
Comparing 008.java-151.java: 3.6363637
Comparing 008.java-152.java: 0.0
Comparing 008.java-153.java: 0.0
Comparing 008.java-154.java: 9.183674
Comparing 008.java-155.java: 0.0
Comparing 008.java-156.java: 0.0
Comparing 008.java-157.java: 0.0
Comparing 008.java-158.java: 0.0
Comparing 008.java-159.java: 0.0
Comparing 008.java-160.java: 17.777779
Comparing 008.java-161.java: 0.0
Comparing 008.java-162.java: 0.0
Comparing 008.java-163.java: 8.135593
Comparing 008.java-164.java: 11.834319
Comparing 008.java-165.java: 0.0
Comparing 008.java-166.java: 0.0
Comparing 008.java-167.java: 0.0
Comparing 008.java-168.java: 11.063829
Comparing 008.java-169.java: 5.8510637
Comparing 008.java-170.java: 0.0
Comparing 008.java-171.java: 0.0
Comparing 008.java-172.java: 0.0
Comparing 008.java-173.java: 0.0
Comparing 008.java-174.java: 0.0
Comparing 008.java-175.java: 0.0
Comparing 008.java-176.java: 0.0
Comparing 008.java-177.java: 0.0
Comparing 008.java-178.java: 20.72539
Comparing 008.java-179.java: 15.189874
Comparing 008.java-180.java: 0.0
Comparing 008.java-181.java: 0.0
Comparing 008.java-182.java: 0.0
Comparing 008.java-183.java: 0.0
Comparing 008.java-184.java: 0.0
Comparing 008.java-185.java: 0.0
Comparing 008.java-186.java: 0.0
Comparing 008.java-187.java: 7.380074
Comparing 008.java-188.java: 13.058419
Comparing 008.java-189.java: 0.0
Comparing 008.java-190.java: 9.803922
Comparing 008.java-191.java: 6.329114
Comparing 008.java-192.java: 3.7931035
Comparing 008.java-193.java: 6.3569684
Comparing 008.java-194.java: 30.06536
Comparing 008.java-195.java: 0.0
Comparing 008.java-196.java: 24.539877
Comparing 008.java-197.java: 0.0
Comparing 008.java-198.java: 0.0
Comparing 008.java-199.java: 0.0
Comparing 008.java-200.java: 0.0
Comparing 008.java-201.java: 0.0
Comparing 008.java-202.java: 0.0
Comparing 008.java-203.java: 0.0
Comparing 008.java-204.java: 0.0
Comparing 008.java-205.java: 0.0
Comparing 008.java-206.java: 0.0
Comparing 008.java-207.java: 0.0
Comparing 008.java-208.java: 0.0
Comparing 008.java-209.java: 0.0
Comparing 008.java-210.java: 0.0
Comparing 008.java-211.java: 12.154696
Comparing 008.java-212.java: 27.777779
Comparing 008.java-213.java: 0.0
Comparing 008.java-214.java: 9.606987
Comparing 008.java-215.java: 0.0
Comparing 008.java-216.java: 0.0
Comparing 008.java-217.java: 12.060302
Comparing 008.java-218.java: 0.0
Comparing 008.java-219.java: 8.979591
Comparing 008.java-220.java: 0.0
Comparing 008.java-221.java: 8.571428
Comparing 008.java-222.java: 0.0
Comparing 008.java-223.java: 0.0
Comparing 008.java-224.java: 0.0
Comparing 008.java-225.java: 0.0
Comparing 008.java-226.java: 0.0
Comparing 008.java-227.java: 12.941176
Comparing 008.java-228.java: 9.523809
Comparing 008.java-229.java: 0.0
Comparing 008.java-230.java: 0.0
Comparing 008.java-231.java: 19.148935
Comparing 008.java-232.java: 0.0
Comparing 008.java-233.java: 6.5454545
Comparing 008.java-234.java: 4.9180326
Comparing 008.java-235.java: 0.0
Comparing 008.java-236.java: 0.0
Comparing 008.java-237.java: 0.0
Comparing 008.java-238.java: 10.4651165
Comparing 008.java-239.java: 11.25
Comparing 008.java-240.java: 0.0
Comparing 008.java-241.java: 16.101694
Comparing 008.java-242.java: 6.122449
Comparing 008.java-243.java: 0.0
Comparing 008.java-244.java: 10.4838705
Comparing 008.java-245.java: 8.8
Comparing 008.java-246.java: 9.81132
Comparing 008.java-247.java: 0.0
Comparing 008.java-248.java: 0.0
Comparing 008.java-249.java: 0.0
Comparing 008.java-250.java: 0.0
Comparing 008.java-251.java: 0.0
Comparing 008.java-252.java: 0.0
Comparing 008.java-253.java: 7.03125
Comparing 008.java-254.java: 0.0
Comparing 008.java-255.java: 0.0
Comparing 008.java-256.java: 0.0
Comparing 008.java-257.java: 6.8441067
Comparing 008.java-258.java: 0.0
Comparing 009.java-010.java: 28.673836
Comparing 009.java-011.java: 2.1052632
Comparing 009.java-012.java: 9.072978
Comparing 009.java-013.java: 5.341246
Comparing 009.java-014.java: 0.0
Comparing 009.java-015.java: 0.0
Comparing 009.java-016.java: 0.0
Comparing 009.java-017.java: 0.0
Comparing 009.java-018.java: 0.0
Comparing 009.java-019.java: 7.826087
Comparing 009.java-020.java: 5.0574713
Comparing 009.java-021.java: 0.0
Comparing 009.java-022.java: 0.0
Comparing 009.java-023.java: 0.0
Comparing 009.java-024.java: 0.0
Comparing 009.java-025.java: 14.917127
Comparing 009.java-026.java: 0.0
Comparing 009.java-027.java: 6.949807
Comparing 009.java-028.java: 10.035842
Comparing 009.java-029.java: 6.451613
Comparing 009.java-030.java: 0.0
Comparing 009.java-031.java: 0.0
Comparing 009.java-032.java: 0.0
Comparing 009.java-033.java: 0.0
Comparing 009.java-034.java: 0.0
Comparing 009.java-035.java: 0.0
Comparing 009.java-036.java: 6.498195
Comparing 009.java-037.java: 10.720887
Comparing 009.java-038.java: 0.0
Comparing 009.java-039.java: 0.0
Comparing 009.java-040.java: 0.0
Comparing 009.java-041.java: 0.0
Comparing 009.java-042.java: 0.0
Comparing 009.java-043.java: 0.0
Comparing 009.java-044.java: 0.0
Comparing 009.java-045.java: 0.0
Comparing 009.java-046.java: 9.871244
Comparing 009.java-047.java: 0.0
Comparing 009.java-048.java: 0.0
Comparing 009.java-049.java: 0.0
Comparing 009.java-050.java: 0.0
Comparing 009.java-051.java: 0.0
Comparing 009.java-052.java: 0.0
Comparing 009.java-053.java: 6.3157897
Comparing 009.java-054.java: 12.307693
Comparing 009.java-055.java: 10.9375
Comparing 009.java-056.java: 6.70194
Comparing 009.java-057.java: 0.0
Comparing 009.java-058.java: 5.3254437
Comparing 009.java-059.java: 0.0
Comparing 009.java-060.java: 6.749556
Comparing 009.java-061.java: 9.756098
Comparing 009.java-062.java: 3.2894738
Comparing 009.java-063.java: 1.74793
Comparing 009.java-064.java: 3.118503
Comparing 009.java-065.java: 0.0
Comparing 009.java-066.java: 0.0
Comparing 009.java-067.java: 0.0
Comparing 009.java-068.java: 6.9686413
Comparing 009.java-069.java: 11.290322
Comparing 009.java-070.java: 11.699164
Comparing 009.java-071.java: 3.6
Comparing 009.java-072.java: 0.0
Comparing 009.java-073.java: 0.0
Comparing 009.java-074.java: 6.6666665
Comparing 009.java-075.java: 8.527132
Comparing 009.java-076.java: 0.0
Comparing 009.java-077.java: 8.695652
Comparing 009.java-078.java: 0.0
Comparing 009.java-079.java: 0.0
Comparing 009.java-080.java: 0.0
Comparing 009.java-081.java: 0.0
Comparing 009.java-082.java: 0.0
Comparing 009.java-083.java: 6.206897
Comparing 009.java-084.java: 0.0
Comparing 009.java-085.java: 0.0
Comparing 009.java-086.java: 0.0
Comparing 009.java-087.java: 0.0
Comparing 009.java-088.java: 10.268949
Comparing 009.java-089.java: 10.596026
Comparing 009.java-090.java: 6.8965516
Comparing 009.java-091.java: 0.0
Comparing 009.java-092.java: 9.338521
Comparing 009.java-093.java: 11.040339
Comparing 009.java-094.java: 8.762887
Comparing 009.java-095.java: 0.0
Comparing 009.java-096.java: 0.0
Comparing 009.java-097.java: 0.0
Comparing 009.java-098.java: 9.411765
Comparing 009.java-099.java: 20.64057
Comparing 009.java-100.java: 6.5789475
Comparing 009.java-101.java: 8.66426
Comparing 009.java-102.java: 6.451613
Comparing 009.java-103.java: 6.060606
Comparing 009.java-104.java: 6.6666665
Comparing 009.java-105.java: 8.469055
Comparing 009.java-106.java: 5.2083335
Comparing 009.java-107.java: 0.0
Comparing 009.java-108.java: 0.0
Comparing 009.java-109.java: 0.0
Comparing 009.java-110.java: 15.217391
Comparing 009.java-111.java: 5.780347
Comparing 009.java-112.java: 0.0
Comparing 009.java-113.java: 0.0
Comparing 009.java-114.java: 0.0
Comparing 009.java-115.java: 0.0
Comparing 009.java-116.java: 0.0
Comparing 009.java-117.java: 0.0
Comparing 009.java-118.java: 0.0
Comparing 009.java-119.java: 0.0
Comparing 009.java-120.java: 0.0
Comparing 009.java-121.java: 6.3694267
Comparing 009.java-122.java: 15.384615
Comparing 009.java-123.java: 0.0
Comparing 009.java-124.java: 10.108303
Comparing 009.java-125.java: 0.0
Comparing 009.java-126.java: 10.704226
Comparing 009.java-127.java: 2.4813895
Comparing 009.java-128.java: 0.0
Comparing 009.java-129.java: 0.0
Comparing 009.java-130.java: 0.0
Comparing 009.java-131.java: 0.0
Comparing 009.java-132.java: 10.666667
Comparing 009.java-133.java: 0.0
Comparing 009.java-134.java: 0.0
Comparing 009.java-135.java: 0.0
Comparing 009.java-136.java: 0.0
Comparing 009.java-137.java: 6.8702292
Comparing 009.java-138.java: 2.773925
Comparing 009.java-139.java: 10.869565
Comparing 009.java-140.java: 0.0
Comparing 009.java-141.java: 8.333333
Comparing 009.java-142.java: 5.9800663
Comparing 009.java-143.java: 0.0
Comparing 009.java-144.java: 12.048193
Comparing 009.java-145.java: 0.0
Comparing 009.java-146.java: 0.0
Comparing 009.java-147.java: 0.0
Comparing 009.java-148.java: 0.0
Comparing 009.java-149.java: 0.0
Comparing 009.java-150.java: 0.0
Comparing 009.java-151.java: 0.0
Comparing 009.java-152.java: 0.0
Comparing 009.java-153.java: 5.681818
Comparing 009.java-154.java: 15.335464
Comparing 009.java-155.java: 5.952381
Comparing 009.java-156.java: 0.0
Comparing 009.java-157.java: 0.0
Comparing 009.java-158.java: 0.0
Comparing 009.java-159.java: 0.0
Comparing 009.java-160.java: 7.9365077
Comparing 009.java-161.java: 0.0
Comparing 009.java-162.java: 6.1538463
Comparing 009.java-163.java: 7.76699
Comparing 009.java-164.java: 6.993007
Comparing 009.java-165.java: 5.681818
Comparing 009.java-166.java: 0.0
Comparing 009.java-167.java: 0.0
Comparing 009.java-168.java: 0.0
Comparing 009.java-169.java: 4.462475
Comparing 009.java-170.java: 0.0
Comparing 009.java-171.java: 6.8441067
Comparing 009.java-172.java: 0.0
Comparing 009.java-173.java: 0.0
Comparing 009.java-174.java: 0.0
Comparing 009.java-175.java: 0.0
Comparing 009.java-176.java: 0.0
Comparing 009.java-177.java: 5.027933
Comparing 009.java-178.java: 14.83871
Comparing 009.java-179.java: 9.454545
Comparing 009.java-180.java: 7.260726
Comparing 009.java-181.java: 0.0
Comparing 009.java-182.java: 0.0
Comparing 009.java-183.java: 0.0
Comparing 009.java-184.java: 0.0
Comparing 009.java-185.java: 0.0
Comparing 009.java-186.java: 0.0
Comparing 009.java-187.java: 5.670103
Comparing 009.java-188.java: 4.4117646
